Va,Va_step,Iteration,Applied_Voltage,Error_V_L2,Error_V_Linf,Error_n_L2,Error_n_Linf,Error_p_L2,Error_p_Linf,Residual_Poisson_L2,Residual_Poisson_Linf,Residual_n_L2,Residual_n_Linf,Residual_p_L2,Residual_p_Linf,Total_Error
0.0,1,1,0.0,3.159106188679656e-16,3.552713678800501e-15,0.0,0.0,6.857578912577943e-27,3.7547984346648563e-25,1.8624268851141544e-15,1.4210854715202004e-14,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,0.01047769496550824
0.1,2,1,0.1,3.0843613220529472e-16,3.552713678800501e-15,0.0,0.0,1.4621047469033782e-27,8.005607642253235e-26,1.639845955351665e-15,1.0658141036401503e-14,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,0.002625330715192213
0.2,3,1,0.2,2.1373613485732973e-16,3.552713678800501e-15,0.0,0.0,3.105927203212171e-28,1.7006192344959773e-26,1.434746384345649e-15,7.105427357601002e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,0.0005792610459059316
0.30000000000000004,4,1,0.30000000000000004,2.0345028141581327e-16,1.7763568394002505e-15,0.0,0.0,6.597814088276936e-29,3.612566815007162e-27,1.3031653689479239e-15,7.105427357601002e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,0.00012406959770938273
0.4,5,1,0.4,1.7887065686056603e-16,1.7763568394002505e-15,0.0,0.0,1.401550870223844e-29,7.674050974415007e-28,1.1380236053444216e-15,7.105427357601002e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,2.6402129094039077e-05
0.5,6,1,0.5,1.6046021513857013e-16,1.7763568394002505e-15,0.0,0.0,2.9772661300094203e-30,1.630172156537033e-28,1.0117990440979231e-15,5.329070518200751e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,5.610613802961812e-06
0.6000000000000001,7,1,0.6000000000000001,1.6529432095883606e-16,1.7763568394002505e-15,0.0,0.0,6.324503660351832e-31,3.4629184361793965e-29,8.923156991312183e-16,7.105427357601002e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,1.1919381570687918e-06
0.7000000000000001,8,1,0.7000000000000001,1.2439985179660178e-16,1.7763568394002505e-15,0.0,0.0,1.343492479447148e-31,7.356158088913311e-30,6.951244307261157e-16,3.552713678800501e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,2.532035878311873e-07
0.8,9,1,0.8,8.747226582930852e-17,8.881784197001252e-16,0.0,0.0,2.853934694743516e-32,1.562643268282898e-30,5.493275405744176e-16,2.6645352591003757e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,5.3787357200105084e-08
0.9,10,1,0.9,8.202151967859569e-17,8.881784197001252e-16,0.0,0.0,6.0625149499998967e-33,3.3194691500581656e-31,4.681398513179145e-16,2.6645352591003757e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,1.1425871323298589e-08
1.0,11,1,1.0,4.856647264318901e-17,4.440892098500626e-16,0.0,0.0,1.2878391221308367e-33,7.051433722487358e-32,2.7253678115583104e-16,1.3322676295501878e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,2.4271587946852874e-09
1.1,12,1,1.1,0.0,0.0,0.0,0.0,2.7357121890326254e-34,1.4979117230765835e-32,2.2535285111920995e-16,8.881784197001252e-16,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,5.155929815905903e-10
1.2000000000000002,13,1,1.2000000000000002,5.692844444549307e-17,4.440892098500626e-16,0.0,0.0,5.81137896233388e-35,3.1819621632050046e-33,3.2178562427574384e-16,1.7763568394002505e-15,3.991092874322491e-13,5.487251692061843e-13,3.991092874322491e-13,5.487251692061843e-13,1.0952563797692322e-10
